nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0002121	Margaret Hamilton	1902	1985	actress,soundtrack	tt0053559,tt0029322,tt0032138,tt0065492
nm0002122	Harry Hamlin	1951	\N	actor,soundtrack,producer	tt0090466,tt0077952,tt0804503,tt0082186
nm0002123	Adam Hann-Byrd	1982	\N	writer,miscellaneous,actor	tt0120694,tt0119349,tt0102316,tt0113497
nm0002124	Melora Hardin	1967	\N	actress,soundtrack,producer	tt0974661,tt1114677,tt0386676,tt0988595
nm0002125	Tonya Harding	1970	\N	actress	tt0353917,tt0115747,tt1198300,tt2310408
nm0002126	Dorian Harewood	1950	\N	actor,soundtrack	tt0398712,tt0117705,tt0093058,tt0114576
nm0002127	Mariska Hargitay	1964	\N	actress,producer,director	tt0203259,tt0113627,tt0139414,tt0495596
nm0002128	Tess Harper	1950	\N	actress	tt0119395,tt0477348,tt0086423,tt0090886
nm0002129	Gregory Harrison	1950	\N	actor,producer,director	tt0076993,tt0081858,tt0078704,tt0174119
nm0002130	Kathryn Harrold	1950	\N	actress	tt0084931,tt0082764,tt0091828,tt0395843
nm0002131	Laurence Harvey	1928	1973	actor,director,producer	tt0053226,tt0056700,tt0056218,tt0053580
nm0002132	Amy Heckerling	1954	\N	writer,director,producer	tt0115137,tt0097778,tt0083929,tt3973820
nm0002133	Ernest Hemingway	1899	1961	writer,actor	tt0035896,tt0038669,tt0037382,tt0058262
nm0002134	Paul Henreid	1908	1992	director,actor,producer	tt0035140,tt0034583,tt0038108,tt0040444
nm0002135	Pamela Hensley	1950	\N	actress	tt0081249,tt0077278,tt0071054,tt0073631
nm0002136	Bernard Herrmann	1911	1975	music_department,composer,soundtrack	tt0075314,tt0033467,tt0043456,tt0114746
nm0002137	Arthur Hiller	1923	2016	director,actor,producer	tt0079336,tt0098282,tt0067217,tt0066011
nm0002138	Gregory Hines	1946	2003	actor,soundtrack,miscellaneous	tt0157246,tt0082517,tt0091875,tt0087089
nm0002139	Judd Hirsch	1935	\N	actor,miscellaneous,soundtrack	tt0077089,tt0116629,tt0081283,tt0268978
nm0002140	Agnieszka Holland	1948	\N	director,writer,assistant_director	tt5328350,tt0111507,tt1417075,tt0099776
nm0002141	Celeste Holm	1917	2012	actress,soundtrack,miscellaneous	tt0049314,tt0041257,tt0042192,tt0039416
nm0002142	Sandrine Holt	1972	\N	actress	tt1796960,tt4158110,tt3230780,tt1856010
nm0002143	Edward Everett Horton	1886	1970	actor,soundtrack	tt0057193,tt0027125,tt0030241,tt0036613
nm0002144	John Houseman	1902	1988	actor,producer,miscellaneous	tt0070509,tt0080749,tt0073802,tt0073631
nm0002145	Trevor Howard	1913	1988	actor	tt0083987,tt0041959,tt0066319,tt0037558
nm0002146	James Wong Howe	1899	1976	cinematographer,camera_department,director	tt0025878,tt0048563,tt0057163,tt0060955
nm0002147	Tab Hunter	1931	2018	actor,producer,soundtrack	tt0051516,tt0049036,tt0084021,tt0082926
nm0002148	Mary Beth Hurt	1946	\N	actress	tt0077742,tt0084917,tt0404032,tt0452637
nm0002149	Betty Hutton	1921	2007	actress,soundtrack,writer	tt0044672,tt0037077,tt0038119,tt0042200
nm0002150	Billy Idol	1955	\N	soundtrack,actor,music_department	tt0098987,tt0120888,tt0111257,tt0108399
nm0002151	Frank DeMarco	\N	\N	special_effects,actor	tt0085862,tt0083630,tt0080421,tt0088247
nm0002152	Jörg Widmer	\N	\N	camera_department,cinematographer,actor	tt0434409,tt0478304,tt0317919,tt0993842
nm0002153	Jack Cardiff	1914	2009	cinematographer,camera_department,director	tt0059930,tt0043265,tt0039192,tt0054326
nm0002154	Alfred Abel	1879	1937	actor,director,miscellaneous	tt0021128,tt0013086,tt0017136,tt0013496
nm0002155	Edward M. Abroms	1935	2018	editor,director,editorial_department	tt0085255,tt1466074,tt0111301,tt0089370
nm0002156	Tengiz Abuladze	1924	1994	director,writer	tt0093754,tt0057695,tt0075963,tt0048324
nm0002157	Herbert Achternbusch	1938	\N	actor,writer,director	tt0082651,tt0113244,tt0081221,tt0085585
nm0002158	Edvin Adolphson	1893	1979	actor,director,writer	tt0021194,tt0024726,tt0026366,tt0036012
nm0002159	Alejandro Agresti	1961	\N	director,writer,cinematographer	tt0169364,tt0385889,tt0296915,tt0115773
nm0002160	Moustapha Akkad	1930	2005	producer,miscellaneous,director	tt0220506,tt0085636,tt0074896,tt0095271
nm0002161	Hans Albers	1891	1960	actor,soundtrack,producer	tt0030730,tt0029210,tt1244668,tt0022869
nm0002162	Henri Alekan	1909	2001	cinematographer,camera_department,director	tt0093191,tt0084829,tt0046250,tt0038348
nm0002163	Nusrat Fateh Ali Khan	1948	1997	soundtrack,music_department,composer	tt0286499,tt1403981,tt0450259,tt1190080
nm0002164	Irving Allen	1905	1987	producer,miscellaneous,director	tt0047072,tt0041242,tt0039267,tt0060980
nm0002165	Marc Allégret	1900	1973	director,writer,art_director	tt0030100,tt0044385,tt0048103,tt0045942
nm0002166	John A. Alonzo	1934	2001	cinematographer,actor,camera_department	tt0111280,tt0054047,tt0067927,tt0071315
nm0002167	Gianni Amelio	1945	\N	director,writer,assistant_director	tt0100389,tt0104663,tt0345032,tt0110299
nm0002168	Willeke van Ammelrooy	1944	\N	actress,director,writer	tt0112379,tt0181194,tt0410297,tt0198654
nm0002169	Tori Amos	1963	\N	soundtrack,actress,composer	tt0304415,tt0117998,tt0116225,tt0114857
nm0002170	Ashok Amritraj	1957	\N	producer,actor,writer	tt0208988,tt1071875,tt0144117,tt2891174
nm0002171	Franco Amurri	1958	\N	director,writer,assistant_director	tt0091819,tt0164519,tt0110557,tt0099581
nm0002172	Mukul Anand	1951	1997	director,writer,producer	tt0098999,tt13782010,tt0092026,tt0104607
nm0002173	Laurie Anderson	1947	\N	soundtrack,composer,actress	tt0091216,tt9495224,tt0819103,tt4935446
nm0002174	Yves Angelo	1956	\N	cinematographer,camera_department,director	tt0109454,tt0297301,tt0119853,tt0153588
nm0002175	Ken Annakin	1914	2009	director,writer,producer	tt0049847,tt0056197,tt0059797,tt0084504
nm0002177	Oscar Apfel	1878	1938	actor,director,writer	tt0013902,tt0004635,tt0006403,tt0007028
nm0002178	Alexandre Arcady	1947	\N	producer,writer,director	tt1934205,tt1558741,tt3600588,tt0090932
nm0002179	George Archainbaud	1890	1959	director,assistant_director,writer	tt0013463,tt0030229,tt0013944,tt0020900
nm0002180	Francesca Archibugi	1960	\N	writer,director,actress	tt0095633,tt1261056,tt0143093,tt0107040
nm0002181	Imanol Arias	1956	\N	actor,director,producer	tt0222534,tt0119974,tt0302447,tt0093458
nm0002182	Harold Arlen	1905	1986	soundtrack,music_department,composer	tt0120184,tt0119488,tt0032138,tt1856101
nm0002183	George Arliss	1868	1946	actor,writer,soundtrack	tt0023537,tt0020938,tt0021595,tt0019823
nm0002184	Vic Armstrong	1946	\N	stunts,assistant_director,actor	tt0246460,tt2467046,tt0948470,tt0480249
nm0002185	Malcolm Arnold	1921	2006	composer,music_department,soundtrack	tt0064072,tt0053318,tt0070359,tt0050212
nm0002186	Luciana Arrighi	1940	\N	production_designer,costume_designer,actress	tt0166485,tt0114388,tt0104454,tt0107943
nm0002187	Giorgos Arvanitis	1941	\N	cinematographer,camera_department,producer	tt0289485,tt0220831,tt0089590,tt4568370
nm0002188	Dorothy Arzner	1897	1979	director,editor,writer	tt0023213,tt0028661,tt0023891,tt0017928
nm0002189	Giuliano Carnimeo	1932	2016	director,assistant_director,writer	tt0063158,tt0085514,tt0073713,tt0055577
nm0002190	Anthony Asquith	1902	1968	director,writer,actor	tt0019509,tt0043362,tt0038238,tt0030637
nm0002191	Jacques Audiard	1952	\N	writer,director,editorial_department	tt2053425,tt4082068,tt1235166,tt4971344
nm0002192	Michel Audiard	1920	1985	writer,director,actor	tt0089726,tt0164212,tt0057344,tt0082436
nm0002193	Claude Autant-Lara	1901	2000	director,writer,costume_designer	tt0049877,tt0045569,tt0038476,tt0047432
nm0002194	Pupi Avati	1938	\N	writer,director,producer	tt0085597,tt1267498,tt1249306,tt0098390
nm0002195	Hy Averback	1920	1997	director,producer,actor	tt0053547,tt0050053,tt0068098,tt0060228
nm0002196	Gabriel Axel	1918	2014	director,actor,writer	tt0050464,tt0063531,tt0092603,tt0125695
nm0002197	William Axt	1888	1959	composer,music_department,soundtrack	tt0021516,tt0025878,tt0025375,tt0030120
nm0002198	Charles Aznavour	1924	2018	soundtrack,actor,composer	tt0054389,tt10749896,tt5164214,tt0120663
nm0002199	Hector Babenco	1946	2016	director,writer,producer	tt0120674,tt0293007,tt0082912,tt0077878
nm0002200	Richard Walden	\N	\N	camera_department,cinematographer,art_department	tt0218817,tt0093409,tt0338337,tt0086567
nm0002201	John Debney	1956	\N	music_department,composer,soundtrack	tt3040964,tt0335345,tt1228705,tt1485796
nm0002202	Roy Webb	1888	1982	composer,music_department,soundtrack	tt0029284,tt0038787,tt0029947,tt0039689
nm0002203	Loren Miller	\N	\N	editor,director,writer	tt9394858,tt0190355,tt0190795,tt8686236
nm0002204	Michael A. Dawson	\N	\N	editorial_department,editor,sound_department	tt0780186,tt0133302,tt0119107,tt1205541
nm0002205	Branislav Zivkovic	1947	\N	composer,music_department,soundtrack	tt0071728,tt0088312,tt0074701,tt0187254
nm0002206	Kevin Brownlow	1938	\N	producer,director,writer	tt0172202,tt0364151,tt0055024,tt0073911
nm0002207	Richard Franklin	1948	2007	director,producer,writer	tt0078067,tt0080453,tt0091415,tt0113337
nm0002208	Michael T. Andreas	\N	\N	music_department,sound_department,composer	tt0219965,tt0308208,tt0111323,tt0167190
nm0002209	John McDermott	1893	1946	actor,writer,director	tt0011117,tt0012559,tt0017084,tt0018381
nm0002210	Frank DeCaro	1962	\N	actor,writer,miscellaneous	tt0289785,tt8900306,tt0283427,tt0296065
nm0002211	Christopher DeFaria	1959	\N	producer,production_manager,actor	tt1392190,tt2386490,tt1677720,tt1454468
nm0002212	Anders Bohman	1965	\N	cinematographer,camera_department,director	tt0496546,tt0341151,tt0116149,tt0171851
nm0002213	Anders Bohman	1957	\N	producer	tt0120150
nm0002214	Doug Nelson	\N	\N	sound_department,music_department	tt0096532,tt0355406,tt0092342,tt0331265
nm0002215	Doug Nelson	\N	\N	camera_department	tt0111127,tt0117366,tt0101264,tt0099329
nm0002216	Yves Robert	1920	2002	actor,producer,writer	tt0076470,tt0068655,tt0242775,tt0054949
nm0002217	Mychael Danna	1958	\N	composer,music_department,soundtrack	tt0454876,tt0449059,tt0265343,tt1210166
nm0002218	Claude Miller	1942	2012	director,writer,production_manager	tt0269329,tt0490234,tt0098087,tt0082436
nm0002219	Alexander Scherer	1965	\N	production_designer,art_director,art_department	tt2382009,tt0159382,tt1838603,tt1937390
nm0002220	Alexander Scherer	\N	\N	director,writer,producer	tt2879912,tt0110275
nm0002221	Mark V. Phillips	\N	\N	editorial_department,visual_effects,sound_department	tt4052882,tt4630562,tt6565702,tt2548396
nm0002222	Christopher Bradley	1961	\N	actor,writer,director	tt0096426,tt0087472,tt4287236,tt0119508
nm0002223	Vera Anderson	\N	\N	camera_department,miscellaneous,producer	tt0091343,tt0077660,tt0182992,tt0087041
nm0002224	James Moll	\N	\N	producer,director,editor	tt1853563,tt0174852,tt0795174,tt0827507
nm0002225	Axel Sand	1961	\N	cinematographer,director,camera_department	tt0258827,tt1305627,tt5567494,tt0458349
nm0002226	Misha Segal	1943	\N	composer,soundtrack,music_department	tt0093744,tt1883367,tt0089461,tt0098090
nm0002227	John Frizzell	1966	\N	composer,music_department,soundtrack	tt0118583,tt4881578,tt2071645,tt0151804
nm0002228	Nicholas Musuraca	1892	1975	cinematographer,camera_department,art_department	tt0039689,tt0044209,tt0040458,tt0031774
nm0002229	Carlos M. Gallardo	\N	\N	camera_department	tt0091209,tt0119488,tt0119229,tt0091129
nm0002230	Carlos Gallardo	\N	\N	producer,actor,writer	tt0112851,tt0285823,tt1077258,tt0104815
nm0002231	Gian Maria Volontè	1933	1994	actor,director,writer	tt0068346,tt0065889,tt0059578,tt0058461
nm0002232	Erich von Stroheim Jr.	1916	1968	assistant_director,actor	tt0052837,tt0052442,tt0048913,tt0055423
nm0002233	Erich von Stroheim	1885	1957	actor,writer,director	tt0028950,tt0043014,tt0019558,tt0009937
nm0002234	Scott Robertson Price	\N	\N	assistant_director,miscellaneous,producer	tt0106881,tt1084733,tt0285439,tt0097474
nm0002235	Mike Hagerty	1954	\N	actor,soundtrack	tt0093693,tt0105793,tt0108174,tt0141369
nm0002236	Eric M. Klein	1967	\N	editorial_department,sound_department,visual_effects	tt13472984,tt14865290,tt13774206,tt8521718
nm0002237	John David Allen	\N	\N	editor,editorial_department,director	tt0306734,tt0096770,tt13614388,tt11388416
nm0002238	John A. Kuri	1945	\N	producer,writer,director	tt0110734,tt0101609,tt0092721,tt15066556
nm0002239	Prince	1958	2016	soundtrack,composer,actor	tt0092133,tt0096895,tt0087957,tt0099691
nm0002240	Katt Shea	1956	\N	director,actress,writer	tt0105156,tt0086250,tt0144814,tt0100707
nm0002242	Anthony Valentine	1939	2015	actor,soundtrack	tt1356323,tt0103411,tt0061238,tt0424417
nm0002243	Sam Douglas	1957	\N	actor	tt0208092,tt1657507,tt0120663,tt7016936
nm0002244	Patrick Robert Smith	1964	\N	actor,stunts	tt1196946,tt0106079,tt3475734,tt0110442
nm0002245	Tzi Ma	\N	\N	actor,producer	tt4566758,tt8902948,tt8637428,tt2543164
nm0002246	Harry Van Gorkum	\N	\N	actor,miscellaneous,writer	tt0314353,tt0313911,tt1538403,tt0838232
nm0002247	Alan Natale	\N	\N	actor,camera_department,casting_director	tt0292887,tt0960754,tt2388558,tt0118590
nm0002248	Gerard Kelly	1959	2010	actor,director	tt1380818,tt0281973,tt0197152,tt0090401
nm0002249	Matt Lyon	\N	\N	actor	tt0117420
nm0002250	Rémi Bergman	1960	\N	production_manager,location_management,actor	tt0106195,tt0269329,tt0401445,tt0191636
nm0002251	Dan Krumlauf	\N	\N	make_up_department	tt0116202
nm0002252	David A. Armstrong	\N	\N	camera_department,cinematographer,writer	tt0432348,tt6170804,tt0387564,tt1551630
nm0002253	John Carroll Lynch	1963	\N	actor,soundtrack,director	tt0443706,tt0348836,tt0116282,tt4276820
nm0002254	King Hu	1931	1997	actor,director,writer	tt0064451,tt0079886,tt0084793,tt0060635
nm0002255	Sergei Kozlov	1964	\N	cinematographer,actor,camera_department	tt0107309,tt0106710,tt0130414
nm0002256	Jordanna Fineberg	1970	\N	costume_department,costume_designer,miscellaneous	tt0383574,tt1632701,tt1477715,tt2275629
nm0002257	Håkan Holmberg	1957	\N	cinematographer,camera_department,miscellaneous	tt0228871,tt0127382,tt10540142,tt13370748
nm0002258	Jeffrey Abramson	1974	\N	producer,miscellaneous,location_management	tt0116289,tt0120192,tt0413975,tt0116000
nm0002259	Danny Nowak	1959	\N	cinematographer,camera_department,actor	tt6195094,tt0460780,tt0120609,tt6491178
nm0002260	Melissa Moseley	\N	\N	camera_department	tt1375666,tt0316654,tt0166924,tt0401729
nm0002261	Alexander Kiening	1973	\N	producer,camera_department,production_manager	tt8629136,tt4670580,tt5314232,tt0133385
nm0002262	J.P. Manoux	1969	\N	actor,director,writer	tt0108757,tt1759761,tt0340281,tt0356150
nm0002263	Ken Rudolph	1941	\N	editorial_department,miscellaneous,visual_effects	tt0065611,tt0116225,tt0095655,tt0109190
nm0002264	Glenn Gaines	\N	\N	sound_department,actor,music_department	tt0245891,tt0181838,tt0207377,tt1353056
nm0002265	John B. Josselyn	1971	\N	art_director,art_department,production_designer	tt8111088,tt1464540,tt0118884,tt0117731
nm0002266	Jak Osmond	1966	\N	special_effects,assistant_director,actor	tt1772240,tt0120657,tt0253556,tt0450314
nm0002267	Franco Barbeite	\N	\N	editorial_department,director,cinematographer	tt0176579,tt0111453,tt0183659,tt1437336
nm0002268	Gary Vermeir	\N	\N	writer,actor	tt0388618,tt0808080,tt0446636,tt0115243
nm0002269	Edmon Ryan	1905	1984	actor	tt0066473,tt0065112,tt0042771,tt0043238
nm0002270	Rex Ingram	1895	1969	actor,soundtrack	tt0036323,tt0051666,tt0031020,tt0033152
nm0002271	Rex Ingram	1892	1950	director,actor,writer	tt0006740,tt0017103,tt0019469,tt0013710
nm0002272	Glenn M. Benest	\N	\N	writer,producer,miscellaneous	tt0294631,tt0181804,tt0453463,tt0082245
nm0002273	Brett Boydstun	1966	\N	miscellaneous,production_manager,producer	tt0114194,tt0120903,tt0120828,tt0163025
nm0002274	Nina Gold	\N	\N	casting_director,casting_department,producer	tt1478964,tt0810819,tt1504320,tt2527338
nm0002275	Mark Parry	\N	\N	cinematographer,camera_department,actor	tt0104922,tt0104438,tt0109770,tt2159538
nm0002276	Reinier Selen	1972	\N	producer,miscellaneous,production_manager	tt1320352,tt1609159,tt1800338,tt1800372
nm0002277	Jürgen Knoll	1965	\N	costume_designer,costume_department	tt0113155,tt0347017,tt3825638,tt1054515
nm0002278	Simon Marshall	\N	\N	director,writer	tt0197948,tt0179400,tt5514364
nm0002279	Chuck McClelland	\N	\N	editor,editorial_department	tt0069897,tt0086734,tt0065317,tt0071517
nm0002280	Charles McClelland	\N	\N	editor,editorial_department,director	tt0115237,tt0118437,tt1319735,tt0286788
nm0002281	Lisa Janowski	\N	\N	assistant_director,miscellaneous	tt0110308,tt0119217,tt0115632,tt0158371
nm0002282	Jeff Marsh	1961	\N	composer,music_department,soundtrack	tt0108099,tt0277412,tt3744264,tt0105104
nm0002283	Rodney Taylor	\N	\N	cinematographer,camera_department	tt0964517,tt1517260,tt0486822,tt0278435
nm0002284	Saeed Shahram	\N	\N	composer	tt0149302,tt2162870,tt1935196,tt0106207
nm0002285	Pat O'Brien	1899	1983	actor,soundtrack,producer	tt0029870,tt0021890,tt0053291,tt0039772
nm0002286	Michael W. Abbott	\N	\N	producer,director,cinematographer	tt4247938,tt10584528,tt0488535
nm0002287	Gary Kauffman	\N	\N	miscellaneous,producer,actor	tt0139362,tt0353324,tt0978759,tt0337728
nm0002288	Elliott Goldkind	1964	\N	music_department,composer,sound_department	tt0979434,tt0432291,tt2543508,tt0449059
nm0002289	Mikhail Kozlovsky	\N	\N	actor	tt0164204
nm0002290	Loren Avedon	1962	\N	actor,stunts,producer	tt0114447,tt0309452,tt0118944,tt0102217
nm0002291	Joanna Jimenez	\N	\N	editorial_department,sound_department,editor	tt0091867,tt0101452,tt0103644,tt0329717
nm0002292	Peggy Names	\N	\N	sound_department,camera_department	tt0368891,tt0111282,tt0407304,tt0181689
nm0002293	Heather Lee	\N	\N	actress,writer,miscellaneous	tt1442437,tt0844441,tt0497502
nm0002294	Timm Zemanek	1947	\N	actor	tt0161216,tt0306275,tt0176783,tt0331468
nm0002295	Karin Thayer	1971	\N	director,cinematographer,writer	tt0177211,tt0202631,tt0202394,tt0202332
nm0002296	Folmer Wiesinger	\N	\N	editor,editorial_department,sound_department	tt0120174,tt0098996,tt0358809,tt0097662
nm0002297	Oswald Schwander	\N	\N	sound_department,composer	tt0170949,tt1188729,tt0318081,tt0116791
nm0002298	Roger Sword	1933	2010	sound_department,editor,editorial_department	tt0092965,tt0081534,tt0088011,tt0080455
nm0002299	Carlo Varini	1946	2014	cinematographer,camera_department	tt0372824,tt0493395,tt0090095,tt0095250
nm0002300	Robert E. Collins	1935	2008	cinematographer,camera_department,actor	tt0086759,tt0086034,tt0078346,tt0202179
nm0002301	Carl Davis	1936	\N	composer,music_department,soundtrack	tt0970179,tt0082416,tt0017925,tt0021749
nm0002302	James Bernard	1925	2001	composer,soundtrack,writer	tt0051554,tt0042949,tt0013442,tt0050280
nm0002303	Trevor Jones	1949	\N	composer,music_department,soundtrack	tt0125439,tt0104691,tt0118929,tt0106582
nm0002304	Laurence Rosenthal	1926	\N	music_department,composer,soundtrack	tt0765476,tt0082186,tt0094791,tt0103586
nm0002305	Patrick Williams	1939	2018	composer,music_department,soundtrack	tt0068135,tt0075528,tt0078902,tt0099329
nm0002306	Boris Paval Conen	1968	\N	director,writer,editor	tt0486185,tt0756342,tt6242270,tt0938293
nm0002307	Marge Piane	\N	\N	assistant_director,miscellaneous	tt0120201,tt0279113,tt1024255,tt1135985
nm0002308	Ayesa Adams	\N	\N	camera_department,art_department	tt0119985,tt0118886,tt0323741,tt0150500
nm0002309	James 'Keeper' Auld	1968	\N	camera_department	tt0469263,tt0411008,tt0418279,tt0427392
nm0002310	David Trulli	1961	\N	cinematographer,camera_department	tt0137094,tt0120416,tt0326669,tt0203078
nm0002311	Montagu Love	1880	1943	actor,soundtrack	tt0033028,tt0031398,tt0029843,tt0028757
nm0002312	Obie Benz	1949	\N	producer,director,miscellaneous	tt5278426,tt0083590,tt0082012,tt0095289
nm0002313	Greg Fawcett	1958	\N	assistant_director,production_manager,stunts	tt0357277,tt8781414,tt0378109,tt0150377
nm0002314	Mac Ruth	1967	\N	sound_department,miscellaneous,assistant_director	tt3659388,tt1160419,tt1856101,tt4172430
nm0002315	Roger Wielgus	1951	\N	director,assistant_director,writer	tt0204273,tt0204965,tt0205042,tt0205207
nm0002316	Alice D.G. Miller	1894	1985	writer	tt0023951,tt0017509,tt0019501,tt0028207
nm0002317	Alice Duer Miller	1874	1942	writer,actress,miscellaneous	tt0026942,tt0044855,tt0009287,tt0028505
nm0002318	John Foster	\N	\N	cinematographer,camera_department,producer	tt0082418,tt0120244,tt0274812,tt0420291
nm0002319	John Foster	\N	\N	camera_department	tt0092965,tt0118661,tt0454824,tt0113492
nm0002320	Fred Murphy	1942	\N	cinematographer,camera_department,director	tt0119664,tt0363988,tt0113870,tt0265349
nm0002321	Fred V. Murphy	1943	2013	cinematographer,camera_department	tt0094138,tt0086734,tt0097166,tt0105946
nm0002322	Richard Burns	\N	\N	actor,producer	tt0891527,tt0096134,tt0975645,tt0442933
